date,heading,main_content,location,url
1/30/2020,India’s first coronavirus infection confirmed in Kerala,"Student from Thrissur district was studying in Wuhan; her condition is stable.India, on Thursday, reported its first positive case of the novel coronavirus (nCoV) from Kerala with a student, who was studying in Wuhan University and had travelled to India, testing positive for the virus.","Kerala, India",https://www.thehindu.com/news/national/indias-first-coronavirus-infection-confirmed-in-kerala/article61638034.ece
3/4/2020,"""Wasn't Easy To Remain Isolated,"" Recalls India's 1st Coronavirus Patient","India's first coronavirus patient from Kerala - fully recovered after 39 days of isolation - has emerged stronger and more resilient after a long fight against the disease, which has killed over 3,000 people across the world, infected more than 90,000. ""It was not easy to remain isolated for so long but the counselors regularly called me, paying attention to my mental health,"" says the 20-year-old - a third year-student at a state-run university in Wuhan city of China, epicentre of coronavirus outbreak. ""The moment I had tested positive (on January 30), I called all my friends who traveled with me and I asked them to get in touch with health officials. The health officials called up later to inform of their well-being,"" she recounts the overwhelming experience.

""Doctors and officials came to me and asked for all details - the flight I had boarded, my seat number, details about people who had traveled with me,"" she says. The 20-year-old shares that she prepared herself mentally to fight the infection. ""I had heard of people in China who had recovered from the infection and I knew I was physically doing fine. Kerala Health Minister KK Shailaja called my mother and spoke to her, reassuring her,"" she says, while speaking to NDTV.

""It was just not easy to remain isolated for such a long period, even after returning home. But there were counselors who were regularly calling and speaking to me, paying attention to my mental health... that helped me a lot,"" the medical student adds, expressing gratitude for the support system that developed around her. On January 13, when Wuhan university had closed for a four-week vacation, she hadn't anticipated the outbreak. ""Everything seemed normal on the streets. By January 17, people on the streets were wearing masks and then the situation quickly worsened,"" she says.

""Our holiday was for only four weeks. In June, we have a longer holiday and I thought, considering the airfare, that I would go to India then,"" she recalls.

""But as the situation worsened, we booked tickets for January 23. We had to fly out from Kunning to Kolkata because flight services were already restricted. On January 22, we got information from our seniors that the airports are going to be shut. We immediately went to the airport to get a connecting flight to Kunning. Amid the delay, we took a train instead,"" the student from Thrissur adds. Recalling stringent checks at every point, she adds: ""At every point, there were checks in China. While exiting the university, our body temperatures were taken. Similarly at the airport, railway stations, similar procedures were followed,"" the survivor adds. Around 20 Indian students, travelling together from Wuhan, reached Kolkata on January 23. Next day, some of them flew to Kerala.

""I had got a message from the Indian embassy in a group, asking us to get in touch with nearest health officials after returning to India. I informed our health centre of my arrival on January 25. I was getting calls everyday from the officials who were checking on me and things seemed normal. By January 27, I had developed an itch in my throat. I immediately informed them. They sent for an ambulance and admitted me to a general hospital. My mother accompanied me,"" the young woman remembers the start of her ordeal.

After she was admitted in the isolation room, her samples were sent for tests with those of four others. The results for others were negative. ""But nothing was told to me. I started getting suspicious and by January 30, I came across reports that a Thrissur-based student has tested positive for coronavirus. Soon, a team of doctors and nurses came and met me. They spoke to me in detail,"" she explains.

After all the medical care, when India's first patient tested negative in one of the subsequent tests, she says was not informed about it. ""I was only informed that I have recovered and tested negative for coronavirus after the second consecutive test result as a precautionary measure,"" she recalls.

On February 20, the woman was discharged but was told to be under home quarantine for 14 days.

Like many other students from Wuhan, she is not clear about her return to China. The university was supposed to have opened on February 15 after the four-week break.

""There are 65 students in our class, of which around 45 are Indians. All of us are attending classes online right now. It's a special provision, considering the impact of outbreak in China and beyond. We will return to Wuhan only once we have official sanction to do so,"" the student clarifies.

India has reported 28 coronavirus cases since its first. Of these, 25 cases were reported in the last three days, which includes 16 Italian tourists. All three patients from Kerala - including the 20-year-old - have recovered.The novel coronavirus spreads through contact with droplets spread during coughing and sneezing, doctors say. Besides keeping contact to a minimum with an infected person, the preventive measures include frequent washing of hands and use of hand sanitisers. Fresh tissues should be used while sneezing and coughing and then discarded, to ensure the virus does not spread.",India,https://www.ndtv.com/kerala-news/how-india-first-coronavirus-patient-from-kerala-fought-illness-recovered-2189818
3/24/2020,"Coronavirus: ""United In Fight Against COVID-19"" - Twitter Welcomes 21-Day Lockdown","Prime Minister Narendra Modi, in his second 8 pm address on the coronavirus pandemic on Tuesday, called for a 21-day complete lockdown in the country. PM Modi urged everyone to stay at home for the next three weeks to break the chain of coronavirus infection.

""From midnight, the entire country will be in lockdown, total lockdown. To save India, to save its every citizen, you, your family... every street, every neighbourhood is being put under lockdown,"" he declared. ""Forget about leaving home in the next 21 days... If you cross the Lakshman Rekha, you will invite the virus home,"" PM Modi said in his second address to the nation in a week. Welcoming his decision to lock down the country to battle the spread of coronavirus that has infected over 4 lakh and killed over 17,000 globally, politicians, actors and sportsmen took to the micro-blogging app Twitter.

Senior Congress leader and parliamentarian Shashi Tharoor tweeted that he is ""please that Prime minister Narendra Modi heeded to the calls of many of us for more than a week to #LockdownNow.""Delhi Chief Minister Arvind Kejriwal, often at loggerheads with the prime minister and his party BJP, welcomed the lockdown call and tweeted in Hindi: ""The 21-day nationwide lockdown announced by the Prime Minister is very important to prevent the corona from spreading."" He also assured everyone in Delhi that ""there will be no reduction in the supply of essential items for the next 3 weeks. In this difficult time, your every need will be taken care of."" Shivraj Singh Chouhan, who took oath as the Madhya Pradesh chief minister on Monday after his predecessor Kamal Nath resigned in the face of a floor test, urged everyone to ""dedicate yourselves to fight the epidemic"". Assam Chief Minister Sarbananda Sonowal wrote: The 21 days lockdown is the only way we can break the cycle of #COVID19outbreak. I stand in solidarity with the Hon'ble PM and urge all to stay indoors.""This Article is From Mar 24, 2020Coronavirus: ""United In Fight Against COVID-19"" - Twitter Welcomes 21-Day Lockdown PM Modi urged everyone to stay at home for the next three weeks to break the chain of coronavirus infection.


Coronavirus: ""United In Fight Against COVID-19"" - Twitter Welcomes 21-Day Lockdown
PM Modi said from midnight, the entire country will be in lockdown for 21 days (File) New Delhi:
Prime Minister Narendra Modi, in his second 8 pm address on the coronavirus pandemic on Tuesday, called for a 21-day complete lockdown in the country. PM Modi urged everyone to stay at home for the next three weeks to break the chain of coronavirus infection.

""From midnight, the entire country will be in lockdown, total lockdown. To save India, to save its every citizen, you, your family... every street, every neighbourhood is being put under lockdown,"" he declared. ""Forget about leaving home in the next 21 days... If you cross the Lakshman Rekha, you will invite the virus home,"" PM Modi said in his second address to the nation in a week.

Welcoming his decision to lock down the country to battle the spread of coronavirus that has infected over 4 lakh and killed over 17,000 globally, politicians, actors and sportsmen took to the micro-blogging app Twitter.

Senior Congress leader and parliamentarian Shashi Tharoor tweeted that he is ""please that Prime minister Narendra Modi heeded to the calls of many of us for more than a week to #LockdownNow.""



Delhi Chief Minister Arvind Kejriwal, often at loggerheads with the prime minister and his party BJP, welcomed the lockdown call and tweeted in Hindi: ""The 21-day nationwide lockdown announced by the Prime Minister is very important to prevent the corona from spreading."" He also assured everyone in Delhi that ""there will be no reduction in the supply of essential items for the next 3 weeks. In this difficult time, your every need will be taken care of.""


Shivraj Singh Chouhan, who took oath as the Madhya Pradesh chief minister on Monday after his predecessor Kamal Nath resigned in the face of a floor test, urged everyone to ""dedicate yourselves to fight the epidemic"".


Assam Chief Minister Sarbananda Sonowal wrote: The 21 days lockdown is the only way we can break the cycle of #COVID19outbreak. I stand in solidarity with the Hon'ble PM and urge all to stay indoors.""


Deputy Chief Minister of Rajasthan Sachin Pilot tweeted his support for the ""PM's decision to implement a 21 day lockdown across India"".


Actor Shahid Kapoor urged his followers on Twitter to ""be at home. Stay safe. 21 days. Will pass"".

",India,https://www.ndtv.com/india-news/united-in-fight-against-covid-19-twitter-welcomes-21-day-lockdown-2200146
24/3/2020,PM Modi announces 21-day lockdown as COVID-19 toll touches 12,"NEW DELHI: Prime Minister Narendra Modi on Tuesday announced a complete lockdown of the entire country for 21 days in an unprecedented drastic measure to try halt the spread of the pandemic. Shortly after the announcement, the Centre said all road, rail and air services will remain suspended during this period. In his second address to the nation in less than a week on the growing concerns over COVID-19, PM Modi said the lockdown will be in force from Tuesday midnight, as he announced a Central allocation of Rs 15,000 crore to strengthen the health infrastructure to tackle the disease. Fears over the spread of the disease have already led the governments in the states and union territories to clamp a lockdown till March 31—the date till which road, rail and air services have been suspended. However, freight movement will continue to carry essential commodities across the country, officials said.According to 6-page guidelines released by the Ministry of Home Affairs, fair price shops and those dealing with food, groceries, fruits, vegetables, dairy, meat, fish and animal fodder will remain open. The guidelines also stipulated that making false claim to get any relief during lockdown may result in imprisonment up to two years.""To save India, to save every Indian, there will be a complete ban on people from stepping outside their houses from 12 midnight today,"" he said, and showed a poster saying corona means 'Koi Road Par Na Nikle' (No one should come out on roads).""Lockdown is being imposed on every state, union territory, district, village, mohalla and street.”
The lockdown will be like ‘curfew' and more stringent than the 'janta curfew', which was observed on Sunday where millions across the country stayed indoors.
PM Modi folded his hands a few times to emphasise his request to citizens to adhere to his call, saying it is applicable to everyone from the prime minister to a citizen in a village.
""If we don't handle these 21 days well, then our country, your family will go backwards by 21 years,"" he said, asserting that the tough measure is necessary for a decisive battle against the coronavirus outbreak. “One step outside can make way for coronavirus into your house”.
Coronavirus outbreak: Complete coverage
Acknowledging that the decision will have an economic cost, Modi said saving people's lives is of the paramount interest to his government.
He also made a vigorous push for enforcing social distancing as the only way to tackle the coronavirus amid incidents of people violating the lockdown conditions in several parts of the country.
Experts and the experience of countries fighting the deadly virus make it clear that social distancing is the only way to combat the disease, he asserted.
“Social distancing not only for infected but for every citizen including the prime minister.”
“I have full faith that we will emerge victorious from this challenge, “ he said, as he asked people to take care of themselves and their family.
Addressing fears that there could be a shortage of essential commodities and medicines, the prime minister said there is absolutely no need to panic. “Centre and states will work together to ensure availability of essential commodities, medicines...”",India,https://timesofindia.indiatimes.com/india/pm-modi-announces-21-day-nationwide-lockdown-to-combat-coronavirus/articleshow/74797423.cms
1/13/2020,Taal volcano eruption: Philippines alert level raised as thousands flee ash clouds,"Lava has gushed out of a volcano in the Philippines after a sudden eruption of ash and steam that forced villagers to flee and shut down the country’s main airport, offices and schools.Clouds of ash were blown more than 62 miles (100km) north of the Taal volcano, reaching the bustling capital, Manila, and forcing the the main international airport to close and cancel more than 500 flights.

There have been no reports of casualties or major damage from the eruption that began on Sunday. Police said more than 13,000 villagers had been moved to evacuation centres in the hard-hit province of Batangas and nearby Cavite, but officials expect the number to swell with hundreds of thousands more being brought to safety. The evacuation numbers are likely to be higher as local authorities help displaced people before notifying the national agency that is collating the figures. Some residents could not move out of ash-blanketed villages because of a lack of transport and poor visibility, while others are refusing to leave their homes and farms.

“We have a problem, our people are panicking due to the volcano because they want to save their livelihood, their pigs and herds of cows,” Wilson Maralit, the mayor of Balete town, told DZMM radio. “Were trying to stop them from returning and warning that the volcano can explode again any time and hit them.”

Maralit, whose town lies along the shoreline of Taal Lake, which surrounds the erupting volcano, appealed for troops and additional police to be deployed to stop residents from sneaking back into high-risk areas.

Lightning strikes as a column of ash rises from the Taal volcano on Sunday
View image in fullscreen
Lightning strikes as a column of ash rises from the Taal volcano on Sunday. Photograph: Ezra Acayan/Getty
Several planes stranded at the Manila airport might be allowed to take off on Monday once they were cleaned of ash and authorities were sure an easterly shift in ash-laden wind away from the capital would not revert, the airport general manager, Ed Monreal, told a news conference. The airport could not accommodate incoming flights until stranded aircraft had flown out and freed up parking bays, he said.

The aircraft of the president, Rodrigo Duterte, was able to land on Monday after his flight, from his southern Davao city hometown, was delayed on Sunday by the volcanic eruption, his spokesman said.

Taal had been restive for months until it suddenly rumbled back to life on Sunday, blasting steam, ash and pebbles up to nine miles into the sky, according to the Philippine Institute of Volcanology and Seismology. Lava spurting from the volcano’s vents on Monday was falling into the lake surrounding the crater.

Residents evacuate the ash-choked streets of Batangas
View image in fullscreen
Residents evacuate the ash-choked streets of Batangas. Photograph: Eloisa Lopez/Reuters
The government volcano-monitoring agency raised the danger level around Taal three notches to level 4, indicating an imminent hazardous eruption. Level 5, the highest, means a hazardous eruption is under way and could affect a larger area with high-risk zones that would need to be cleared of people, said Renato Solidum, who heads the institute.

María Antonia Bornas, the agency’s chief volcanologist, said Taal spurted fountains of lava early on Monday while its ash and steam ejections slightly eased. “It’s hard to tell when the eruption would stop,” she said, citing the volcano’s similar restiveness in the 1970s that lasted for about four months.

With the ashfall easing on Monday, some residents began to shovel away ash that covered everything from homes to cars and roads in Tagaytay, a popular upland resort city on a ridge that overlooks the small but picturesque volcano. Many of the city’s restaurants and coffee shops, however, were closed.

Taal volcano: lightning and giant plumes of smoke with 'explosive eruption' forecast – video 
1:06
Taal volcano: lightning and giant plumes of smoke with 'explosive eruption' forecast – video
The volcanology institute reminded the public that the small island where the volcano lay was a permanent danger zone, although fishing villages had existed there for years.

Authorities continued to detect swarms of earthquakes and the slight inflation of portions of the volcano, officials said, advising residents to stay indoors and to wear masks and goggles if they had to go outside.

Public institutions, including schools, in many towns and cities were suspended on Monday, including in Manila, to avoid health risks posed by the ashfall. At least four Batangas towns reported power outages.

Taal, one of the world’s smallest volcanoes, is among two dozen active volcanoes in the Philippines and lies along the so-called Pacific Ring of Fire, a region prone to earthquakes and volcanic eruptions.",Phillipines,https://www.theguardian.com/world/2020/jan/13/philippines-lava-gushes-from-taal-volcano-as-alert-level-raised
5/1/2020,"Coronavirus lockdown | Railways to run ‘Shramik Special’ trains to move migrant workers, other stranded persons","The Indian Railways on May 1, 2020, began operating ‘Shramik Special’ trains to transport migrant workers, tourists, pilgrims, students and others, who were stranded due to the sudden nationwide lockdown effective March 22, back to their home States. The decision follows revised guidelines by the Ministry of Home Affairs (MHA) allowing the movement of such people by railways. Due to the COVID-19 outbreak, all passenger train services have remained suspended for nearly 40 days.",India,https://www.thehindu.com/news/national/railways-to-run-shramik-special-trains-to-move-migrant-workers-other-stranded-persons/article31481996.ece
6/17/2020,Galwan Valley: China and India clash on freezing and inhospitable battlefield,"A savage brawl between Indian and Chinese forces in the Galwan river valley in Ladakh, a disputed Himalayan border region, has left at least 20 Indian soldiers dead. The world's two most populous nations - with two of the planet's biggest military forces - have been at loggerheads for weeks along their long and contested high-altitude frontier. But the crisis escalated on Tuesday when the number of Indians killed in an extraordinary confrontation soared to 20 - they had died without a single shot being fired. India said both sides suffered casualties. China is yet to confirm its number of dead or injured.The site of the clash was on the de facto border - the Line of Actual Control or LAC - between the two countries. India and China share a border that is more than 3,440km (2,100 miles) long and have overlapping territorial claims.  The Galwan river valley, with its harsh climate and high altitude terrain, lies along the western sector of the LAC and close to Aksai Chin, a disputed area claimed by India but controlled by China. The main causes of death at the altitudes and temperatures found in Ladakh are frost bite, a condition called high altitude pulmonary oedema which occurs when lowlanders ascend rapidly to altitudes higher than 2,500m, and another medical condition called high altitude cerebral oedema, where the brain swells with fluid because of the physiological effects of travelling to a high altitude.
Military experts say that the inhospitable region has traditionally been a peaceful area of the LAC.
So what led to Tuesday's clash - the first in the Ladakh valley since 1962 when China defeated India in their only war?
""The Galwan area has now become a hotspot because it is where the LAC is closest to the new road India has built along the most remote and vulnerable area along the LAC in Ladakh,"" Ajai Shukla, an Indian military expert who served as a colonel in the army, told the BBC in May. China is suspicious of India's construction in the area. The road could boost Delhi's capability to move men and materiel rapidly in case of a conflict.
In May, media reports said Chinese forces had put up tents, dug trenches and moved heavy equipment several kilometres inside what had been regarded by India as its territory.
Soldiers from the two sides earlier clashed on at least two occasions in Ladakh, with stand-offs and scuffles reported at Hot Springs; and Pangong Tso lake to the south.
India and China are now holding talks, senior military officers said on Tuesday, to try to defuse tensions after Monday night's deadly fighting.",India,https://www.bbc.com/news/world-asia-india-53076781
12/3/2020,India farmers protest: Deadlock continues as talks fail again,"Talks that began on Thursday between Indian government ministers and farmers’ leaders have failed to break the deadlock in a dispute over laws passed earlier this year seeking to deregulate the agriculture sector that have ignited the country’s biggest farm protests in years. Tens of thousands of growers have camped outside the capital, New Delhi, in protest against the laws seeking to rid the sector of procurement procedures and allow farmers to sell to institutional buyers and big international retailers. he farmers, who form a powerful political constituency, fear the laws passed in September could pave the way for the government to stop buying grains at guaranteed prices, leaving them at the mercy of private buyers.

Gurnam Singh, a farmer leader who participated in Thursday’s meeting with the government, told Al Jazeera by phone that they would not compromise on their demands.

“Our demand is simple and straight that all the three laws be revoked and MSP (Minimum Support Price for the crop produce) be guaranteed to farmers and made into a law.”

The next round of talks has been scheduled for Saturday, but Singh said he was not hopeful that they would yield a result.

“The government is talking to us for the sake of talks, not to resolve our issues,” he said.

Agriculture and Farmers Welfare Minister Narendra Singh Tomar called on farmers to end their protests and continue with talks.

“The government will consider giving more legal rights to farmers. MSP will continue, we have assured farmers of MSP,” Tomar said after the meeting. Crucial test
The protests pose a crucial test for Prime Minister Narendra Modi’s ability to reform India’s vast agricultural sector, which accounts for 15 percent of gross domestic product (GDP) but employs more than half of the country’s 1.3 billion people.

Want to come back to this article? Save it for later.
Save
“We are at one of the three border crossings into the Indian capital which are completely closed to traffic. Farmers say they want to continue to create this disruption until the government either repeals three recent farm laws or writes guarantees of minimum prices for their produce into law,” Al Jazeera’s Elizabeth Puranam said.

“And the government is saying that it is going to enter these talks with an open heart, they want to find a solution that is in the interest of farmers but with Prime Minister Narendra Modi’s recent comments that these were much-needed reforms that are in the interest of farmers, it’s difficult to see right now how the two sides can find a middle ground.”

Tomar and Trade Minister Piyush Goyal have started discussions with nearly three dozen farmers’ representatives, a government official said.


Representatives of various farmers organizations arrive for talks with the government representatives in New Delhi [Manish Swarup/AP Photo]
“We expect the government to pay heed to our demands to repeal the laws detrimental to India’s farming community,” said Joginder Singh Ugrahan, a prominent farmers’ leader.

Earlier on Thursday, Amarinder Singh, the chief minister of Punjab state, from where a large number of the protesters are from, met Home Affairs Minister Amit Shah in the capital.

“Discussion is going on between farmers and centre, there’s nothing for me to resolve. I reiterated my opposition in my meeting with the home minister and requested him to resolve the issue as it affects the economy of my state and security of the nation,” Singh was quoted as saying by the ANI news agency.

Modi’s government has defended the bill and several hours of talks between farmers’ leaders and the government on Tuesday failed to break the impasse.

“We humbly request you to pay heed to the voice of farmers and withdraw completely the implementation of these Acts,” Avik Saha, another farmers’ leader said in a letter written to the agriculture minister on Thursday.

“The issue is not about one particular clause, but about the direction in which the government of India is pushing farming in India,” Saha wrote.

Farm groups say the government is trying to end a decades-old policy of providing them with an assured minimum price for producing staples, such as wheat and rice. Meanwhile, former Punjab Chief Minister Parkash Singh Badal, who was an ally of Modi’s governing Bharatiya Janata Party (BJP) until September, has returned his Padma Vibhushan – the country’s second-highest civilian award – to protest against “the betrayal of the farmers” by the government.

Badal’s Shiromani Akali Dal party broke its alliance with the BJP after the farm laws were passed in September.

“Now we have had around 150 athletes, including Olympic gold medalists, saying they are going to go to the presidential building on Saturday to return their national awards again in solidarity with the farmers,” Al Jazeera’s Puranam said",,https://www.aljazeera.com/news/2020/12/3/india-farmers-protests-govt-resumes-talks-with-farmers
11/30/2020,Indian farmers march on Delhi in protest against agriculture laws,"Hundreds of thousands of Indian farmers have marched upon Delhi and set up vast camps blocking entry to the city in protest at agriculture laws they say will destroy livelihoods. More than 300,000 farmers marched from the states of Punjab and Haryana – on foot and in convoys of tractors – at the weekend to reach the Indian capital for what they described as a “decisive battle” with the central government.

As the farmers reached Delhi, some managed to enter but the majority were stopped by barricades and barbed wire erected by police on major roads into the city. The farmers set up camps along five major roads, building makeshift tents and setting up fires with a view to staying for months if their demands are not met.

Police had used tear gas and water cannons against the marching farmers and ripped up highways to stop tractors and protesters moving forward. However, the Delhi government denied police permission to convert nine stadiums into temporary jails for farmers. “Farmers are not criminals,” the city government said.

The farmers are protesting against a series of agricultural laws that see the deregulation of crop pricing which farmers say will leave them at the mercy of big corporations. The government has argued that the laws are necessary reforms that give farmers more autonomy over the selling of their crops and will break big unfair monopolies.

Though farmers’ unions have been protesting in Punjab for the past two months, holding marches and blocking roads and train lines, they said they were organising the march to Delhi to force the government’s hand. Unions want to repeal the laws, which they say are anti-farmer and pro-corporate interests.

Farming is one of the biggest employers in India, with more than 40% of the population working in agriculture.

Among the farmers who marched to the border was Ratam Mann Singh, 61, from Haryana, who is president of the Indian Farmers Association for the state. He said: “I took part in this protest to the Delhi border because the central government has sold out the farmers with these new laws, which did not have any consultation or input from farmers. If they are passed then the farmers’ rights will be finished.”

Singh said many of the farmers had brought enough food, supplies and blankets to last for up to three months. “We are prepared to stay here for as long as it takes, even in the cold winter, we are ready for that. The farmers of India have been betrayed,” he said.

On Saturday, the union minister, Amit Shah, said the government was willing to deliberate on “every problem and demand” of the farmers. Talks have been scheduled for 3 December.

The farmers’ demands have proved contentious. Among them is the demand to remove a fine for stubble burning, the practice of setting fields alight to remove the old crop. While farmers say it is unavoidable, stubble burning is a major contributor to the toxic air pollution that engulfs Delhi and northern India in the winter months and has been made illegal as a result.

The farmers’ cause has garnered support from across the world, including from the cricketer Monty Panesar and Tanmanjeet Singh Dhesi, the UK MP for Slough, who tweeted: “I stand with farmers of the Punjab and other parts of India, including our family and friends, who are peacefully protesting against the encroaching privatisation of Farmers Bill 2020.”",India,https://www.theguardian.com/world/2020/nov/30/indian-farmers-march-on-delhi-in-protest-against-agriculture-laws
5/13/2020,"PM Narendra Modi announces ?20-lakh-crore economic stimulus package; industrial output shrank 16.7% in March 2020, and more","Prime Minister Narendra Modi on Tuesday said a new-look Lockdown 4.0 beyond May 17 was in the offing, while announcing an economic stimulus package for ?20-lakh-crore (estimated at 10% of the GDP), with a clearly defined leap towards economic reforms that will, in his words, lead to  Atmanirbhar Bharat, or a self-reliant, resilient India.  Expanding the ambit of the Aarogya Setu app, the Union Health Ministry on Tuesday directed that  downloading it be made compulsory for all returnees (migrant labourers and those coming from abroad) for better contact surveillance and suitable medical intervention. ",India,https://www.thehindu.com/news/national/morning-digest-may-13-2020/article31570791.ece
