date,heading,main_content,location,url
12/29/2023,Study traces Turkey quake to interrupted ëchatí between fault lines,"A study published in the journal Science unearthed the intricate union of tectonic forces that led to the disaster. On  February 6, 2023, a pair of powerful earthquakes struck Turkey and Syria, leaving destruction in their wake. The latest known death toll is 50,000; more than a lakh other people were injured in 11 provinces. At least 1.5 crore people and 40 lakh buildings were affected; some 3.45 lakh apartments were destroyed.",Turkey,https://www.thehindu.com/sci-tech/science/turkey-syria-earthquake-source-power-seismology/article67302576.ece
9/2/2023,"Turkey Earthquake Highlights: Death toll crosses 12,000; one Indian missing, 10 stuck in remote parts","
Turkey, Syria Earthquake News Highlights: While the death toll rose above 8,754 in Turkey alone, in Syria, the toll climbed to more than 2,500 overnight, Reuters reported. The number of people killed is likely to go up.
Turkey, Syria Earthquake Highlights: Turkeyís President Recep Tayyip Erdogan is visiting quake-hit areas as anger mounts among the people over the ìslow and inadequate responseî by authorities. The death toll from the quakes in Turkey and Syria together has crossed 12,000.
Ten Indians, who are stuck in remote quake-hit parts, are reported safe. One Indian citizen is missing, the Ministry of External Affairs said. The government is in touch with the missing personís family.Rescue workers are still struggling to reach some of the worst-hit areas. They are held back by destroyed roads, poor weather, and a lack of resources and heavy equipment. They fear the toll may go up even higher in the hours ahead. Many of the survivors also fear there could be deaths due to cold and hunger.",Turkey,https://indianexpress.com/article/world/turkey-earthquake-live-updates-syria-deaths-injuries-buildings-collapsed-8426271/
3/12/2023,Silicon Valley Bank is a major bank that has failed. But hereís why itís not the 2008 financial crisis again,"Silicon Valley Bank's downfall is the largest failure of a financial institution since Washington Mutual collapsed at the height of the financial crisis more than a decade ago. However, experts donít expect issues spreading to the broader banking sector.The financial institution best known for its relationships with high-flying world technology startups and venture capital, Silicon Valley Bank, experienced one of the oldest problems in banking ó a bank run ó which led to its failure Friday.
Its downfall is the largest failure of a financial institution since Washington Mutual collapsed at the height of the financial crisis more than a decade ago. And it had immediate effects. Some startups that had ties to the bank scrambled to pay their workers, and feared they might have to pause projects or lay off or furlough employees until they could access their funds.How did this happen? Hereís what to know about why the bank failed, who was affected most, and what to know about how it may, and may not affect, the wider banking system in the U.S.Why did Silicon Valley Bank fail?
Silicon Valley Bank was hit hard by the downturn in technology stocks over the past year as well as the Federal Reserveís aggressive plan to increase interest rates to combat inflation.The bank bought billions of dollars worth of bonds over the past couple of years, using customersí deposits as a typical bank would normally operate. These investments are typically safe, but the value of those investments fell because they paid lower interest rates than what a comparable bond would pay if issued in todayís higher interest rate environment.
Typically thatís not an issue, because banks hold onto those for a long time ó unless they have to sell them in an emergency.
But Silicon Valleyís customers were largely startups and other tech-centric companies that started becoming more needy for cash over the past year. Venture capital funding was drying up, companies were not able to get additional rounds of funding for unprofitable businesses, and therefore had to tap their existing funds ó often deposited with Silicon Valley Bank, which sat in the center of the tech startup universe.So Silicon Valley customers started withdrawing their deposits. Initially that wasnít a huge issue, but the withdrawals started requiring the bank to start selling its own assets to meet customer withdrawal requests. Because Silicon Valley customers were largely businesses and the wealthy, they likely were more fearful of a bank failure since their deposits were over $250,000, which is the government-imposed limit on deposit insurance.That required selling typically safe bonds at a loss, and those losses added up to the point that Silicon Valley Bank became effectively insolvent. The bank tried to raise additional capital through outside investors, but was unable to find them.
The fancy tech-focused bank was brought down by the oldest issue in banking: a good olí run on the bank. Bank regulators had no other choice but to seize Silicon Valley Bankís assets to protect the assets and deposits still remaining at the bank.
What happens next?
There are two large problems remaining with Silicon Valley Bank, but both could lead to further issues if not resolved quickly.
The most immediate problem is Silicon Valley Bankís large deposits. The Federal government insures deposits to $250,000, but anything above that level is considered uninsured. The Federal Deposit Insurance Corporation said insured deposits would be available on Monday morning. However the vast majority of Silicon Valley Bankís deposits were uninsured, a unique characteristic of the bank due to its customers being largely startups and wealthy tech workers.At the moment, all of that money canít be accessed and likely will have to be released in an orderly process. But many businesses cannot wait weeks to get access to funds to meet payroll and office expenses. It could lead to furloughs or layoffs Two, thereís no buyer of Silicon Valley Bank. Typically bank regulators look for a stronger bank to take on the assets of a failing bank, but in this case, another bank hasnít stepped forward. A bank buying Silicon Valley Bank could go a long way to resolving some of the problems tied with the money that startups canít get to right now.
Is this a sign that we could repeat what happened in 2008?
At the moment, no, and experts donít expect there to be any issues spreading to the broader banking sector.
Silicon Valley Bank was large but had a unique existence by servicing nearly exclusively the technology world and VC-backed companies. It did a lot of work with the particular part of the economy that was hit hard in the past year.
Other banks are far more diversified across multiple industries, customer bases and geographies. The most recent round of ìstress testsî by the Federal Reserve of the largest banks and financial institutions showed that all of them would survive a deep recession and a significant rise in unemployment.However, there might be economic ripple effects in the Bay Area and in the technology start-up world if the remaining money canít be released quickly.",Global,https://indianexpress.com/article/explained/explained-economics/silicon-valley-bank-failure-2008-financial-crisis-8492382/
1/13/2023,Developing countries desire a globalisation that does not create climate or debt crisis: PM Modi,"Addressing the Voice of Global South Summit on Friday, Prime Minister Narendra Modi called for a globalisation ‚Äúthat does not create climate crisis or debt crisis‚Äù for the developing nations.",India,https://www.thehindu.com/news/national/voice-of-global-south-summit-developing-countries-desire-a-globalisation-that-does-not-create-climate-crisis-or-debt-crisis-pm-modi/article66374855.ece
7/20/2023,"Explained | What are the takeaways from the NATO summit?
","The story so far: For quite a few years, many questions were asked about the relevance of the North Atlantic Treaty Organization (NATO). However, the war in Eastern Europe has upended these narratives and provided a renewed raison d‚Äôetre not just for strengthening the alliance but its expansion as well. The latest NATO summit held in Vilnius this month underscored both these strategic necessities for the NATO. A standout of the Vilnius Summit was the attendance of Ukrainian President Volodymyr Zelenskyy and the anticipation around the possibility of extending NATO membership to Ukraine. In this regard, the launch of the NATO-Ukraine Council as a forum for crisis consultations and decision-making indicated that NATO tried to assuage the feelings of Ukraine for not being included in the alliance by creating a mechanism for its wider engagement, support and future inclusion as a full member. From Ukraineís perspective, the Vilnius summit did usher promise but little immediate gains. All three priorities outlined by President Zelenskyy ó new weapons packages, security guarantees and an invitation to join NATO ó went unfulfilled. However, the U.K. did pledge ammunition support to Ukraine. Additionally, garbed in the urgency to help Ukraine, NATO has levelled up its own defences. NATOís new plans involve maintaining a force of 300,000 troops, with air and naval capabilities, while emphasising the importance of a strong industrial base, leading to the endorsement of a Defence Production Action Plan.

",Global,https://www.thehindu.com/news/international/what-are-the-takeaways-from-the-nato-summit/article67099183.ece
7/11/2023,Nato summit: Ukraine's future membership to be discussed by leaders in Vilnius,"Nato leaders are gathering in Lithuania for a crucial summit that could shape the direction of the war in Ukraine and the future of the Western alliance.
The 31 allies hope to show Russia they have the resolve to support Ukraine militarily for the long term.
They arrive with a welcome boost after Turkey dropped its objections to Sweden joining the alliance.
But there remains disagreement over what to say about Ukraine's own ambitions of future membership.
It is thought some allies will promise Kyiv new security guarantees designed to deter future Russian aggression. They will also discuss providing more weapons and ammunition.
On the membership issue, Ukrainian President Volodymyr Zelensky wants Nato to say Ukraine could join as soon as possible after the fighting ends - setting out explicitly how and when this could be achieved.
But some Nato nations are reluctant to go too far, fearing the promise of near-automatic membership could give Russia an incentive both to escalate and drag out the war.
Jens Stoltenberg, the Nato secretary general, said no final decision had been made on the language of the final communiquÈ, but added: ""I am absolutely certain that we will have unity and a strong message on Ukraine.""
But after late night talks on Monday, he announced that Turkey had agreed to support Sweden's application to join Nato. The news was welcomed by the US and Germany, as well as Sweden itself.
Turkey had spent months blocking Stockholm's application, accusing it of hosting Kurdish militants. Mr Stoltenberg said the two sides had worked together to address Turkey's ""legitimate security concerns"".
Turkish President Recep Tayyip Erdogan earlier suggested he would back Sweden if the EU re-opened frozen membership talks with Ankara - a request that was rejected by EU officials.
Turkey backs Sweden's Nato membership
Ukraine wants more than warm words over membership
What is Nato and what is its new Russia plan?
Over their two-day meeting, Nato leaders are expected to agree new plans to deter and defend the alliance against future Russian aggression by beefing up their forces in the east.
And they are also expected to step up their financial commitment, making the target of spending 2% of national wealth on defence a minimum figure, rather than a general ambition. Rishi Sunak's spokesman said the UK prime minister would call on allies directly to meet this target.
Security is tight in Vilnius, with Nato forces - including Patriot air defence missiles - defending a summit taking place only a short distance from Belarus and the Russian exclave of Kaliningrad.
The overarching aim of the meeting is for Nato to convince President Vladimir Putin of the alliance's long-term military commitment to Ukraine.
Officials hope this could begin to change the Russian leader's thinking, putting doubt in his mind that he can outwait the West.
As such, some see this summit as potentially as important as military gains on the battlefield in persuading Mr Putin to change his strategy.
So some Nato members will promise Ukraine new security guarantees. US President Joe Biden has suggested Ukraine could get the kind of military support his country gives Israel - long-term commitments designed to deter potential aggressors.
The alliance will also deepen its institutional links with Ukraine. An existing forum - the Ukraine Nato Commission - will be upgraded to a Ukraine Nato Council. This will give Ukraine the ability to summon meetings of the alliance as an equal partner round the table. ""The right to consult is not insignificant,"" said one official.
But perhaps most importantly, some members are expected to set out more explicitly Ukraine's pathway to joining the alliance.
Nato agreed at its 2008 summit in Bucharest that Ukraine ""will"" become a member and supported its application. But the alliance did not say how and when this might happen. Critics say giving Ukraine a destination but no itinerary allowed Mr Putin to risk his invasions in both 2014 and 2022.
Mr Biden will meet Mr Zelensky at the summit, a US official told Reuters, although the Ukrainian president is yet to officially confirm his participation at the event.
EPA-EFE/REX/Shutterstock The Lithuanian and Nato flagsEPA-EFE/REX/Shutterstock
Leaders are expected to beef up their forces in Eastern Europe
Kyiv accepts Nato cannot formally invite Ukraine to join while fighting rages. That would risk plunging the alliance into war with Russia, as Nato would be obliged under Article 5 of its treaty to defend any member that is under attack.
Instead, Kyiv wants a clear promise of post-war membership with a timeline, so it knows victory will bring the security guarantee of Nato's nuclear umbrella.
One way for Nato to signal its desire to welcome Ukraine into its ranks would be to shorten the so-called membership application plan, known as the MAP. This is the formal process which tests whether a country meets Nato's strict military and governmental standards - and it can take decades.
But it is what Nato might actually say about Ukraine's potential membership that is dividing the alliance.
The Baltic states and eastern European nations are pushing for as much clarity as possible. They want the alliance to make clear how much progress Ukraine has made towards membership, especially how much more closely its army can operate with other Nato forces, now that it shares similar weapons and strategies. They also want Nato to make clear what further conditions Ukraine must meet to achieve membership.
Gitanas Nauseda, the president of Lithuania, said Nato should avoid Ukraine's membership becoming a horizon: ""The more you walk towards it, the farther it is.""
But some allies - including the US and Germany - are cautious about promising Ukraine too much. They want Ukraine to do more to tackle corruption, strengthen its judiciary and ensure civilian control over its military.
Some also worry about Nato getting dragged into open conflict with Russia. They fear promising Ukraine membership after the war would give Putin an incentive both to escalate the conflict and drag it out, maintaining low-intensity fighting to prevent Ukraine ever joining.
Other allies also fear losing room for manoeuvre in any post-war negotiations. They want to use the promise of Nato membership as a carrot for Ukraine and a stick for Russia, but only after the fighting has ended.",Global,https://www.bbc.com/news/world-europe-66157625
7/21/2023,FIFA Women's World Cup 2023 | New Zealand opens with a 1-0 win over Norway on emotional first day as host nation,"Hours after a shooting in downtown Auckland that shocked the island nation, Hannah Wilkinson scored for New Zealand for its first-ever win at the Womenís World Cup .Norwayís Mathilde Harviken, left, and New Zealandís Hannah Wilkinson battle for control during the first half of the Womenís World Cup football game between New Zealand and Norway at Eden Park in Auckland, New Zealand, on July 20, 2023.On a day that started with tragedy, the Football Ferns triumphed.Hannah Wilkinson scored to open the second half and New Zealand went on to upset Norway 1-0 on Thursday for its first-ever win at the Women's World Cup, hours after a shooting in downtown Auckland shocked the host nation.

",Global,https://www.thehindu.com/sport/football/new-zealand-opens-womens-world-cup-with-a-1-0-upset-over-norway-on-emotional-first-day-in-host-nation/article67103162.ece
6/28/2023,FIFA Women's World Cup 2023: All you need to know,"The much anticipated ninth FIFA Women‚Äôs World Cup is almost upon us. The tournament, which kicks off on July 20, will debut an expanded 32-team format ñ resulting in a full month of top-flight international football.Hereís what you need to know:

Who are the hosts?
The Womenís World Cup will take place in two countries: Australia and New Zealand.

Matches will be held at 10 stadiums in nine cities across these two nations.

Only Sydney will offer two venues, the Sydney Football Stadium and Stadium Australia (which will also host the final).

Melbourne, Brisbane, Adelaide and Perth will host the remaining fixtures in Australia. In New Zealand, matches will be played in Auckland, Wellington, Dunedin, and Hamilton.

When are the opening fixtures?
The first two games of the tournament are New Zealand vs Norway at Eden Park in Auckland and Australia vs Republic of Ireland at Stadium Australia in Sydney. Both will be played on July 20.What are the groups?
There are a number of exciting pair-ups in the group. In a repeat of the 2019 final, four-time winners USA take on the Netherlands, who are currently ranked ninth in the world.

France vs Brazil is also a highly anticipated match, with the former ranked fifth in the world and the latter reigning South American champions.How does the group stage work?
On the opening day, both the hosts will play their respective opening matches.

From then on, there will be a veritable daily feast of football, with three or four fixtures every day until August 3.

The top two teams will progress to the round of 16, with the top team of each group playing a second-placed team of another.

The bottom two teams in each group will be eliminated from the tournament.

How does the knockout stage work?
There will be a single rest day on August 4 before the last-16 fixtures commence, ending on August 20.

This is how the last 16 will look:Group A winners vs Group C runners-up
Group B winners vs Group D runners-up
Group C winners vs Group A runners-up
Group D winners vs Group B runners-up
Group E winners vs Group G runners-up
Group F winners vs Group H runners-up
Group G winners vs Group E runners-up
Group H winners vs Group F runners-up
Who are the past winners?
The USA are by far the most successful team, having won the tournament four times ñ including in 2019.

Germany have won it twice, in 2007 and 2011, while Norway and Japan have both won once.Who are the favourites?
Reigning champions, the USA are clear favourites and are currently ranked first in the world.

Current European champions, England, are also tipped to go far in this tournament. However, they have suffered a number of injuries to key players, with striker Beth Mead, midfielder Fran Kirby and captain Leah Williamson all ruled out.",Global,https://www.aljazeera.com/sports/2023/6/28/womens-world-cup-2023-preview-all-you-need-to-know
8/22/2023,Brics group looks to expand at summit despite divisions among key members,"Leaders from developing countries representing almost half the worldís population including China and Russia are meeting in South Africa for a key summit aimed at reinforcing their alliance as a counterweight to the west.

The Brics grouping summit in Johannesburg is being hosted by the South African president, Cyril Ramaphosa, and brings together the prime minister of India, Narendra Modi, as well the presidents of China, Xi Jinping, and Brazil, Luiz In·cio Lula da Silva.

Dozens of leaders of other countries in Africa, Asia and the Middle East are also attending, many hoping to be invited to join the bloc. The two-day summit opens on Tuesday morning.

Russia is being represented by its foreign minister, Sergei Lavrov, after Vladimir Putin decided not travel to Johannesburg to avoid forcing South Africa to choose between fulfilling conflicting obligations as hosts of the summit and as a member of the international criminal court.

The ICC has issued an arrest warrant for the Russian president for alleged war crimes in Ukraine that would have theoretically compelled South Africa to detain him. Putin will now only attend virtually.

The summit may see the Brics group, whose economies account for a quarter of global gross domestic product, take a clearly anti-western turn. This raises the prospect of a new and re-energised economic and political actor against the US and its allies in world affairs.

On Sunday, Ramaphosa sought to reassure concerned observers and domestic opponents that South Africa would ìnot be drawn into a contest between global powersî and wanted to avoid a world that was ìincreasingly polarised into competing campsî.

ìOur decision not to align with any one of the global powers does not mean that we are neutral on matters of principle or national interest,î he told viewers in a televised national address.

One issue at the summit will be moves to undermine the dominance of the US dollar in international trade transactions, which would be helpful to Russia as its economy struggles with sanctions imposed after its full-scale invasion of Ukraine last year.

China is looking to build a broader coalition of developing countries to extend Beijingís influence and reinforce its efforts to compete with the US on the global stage.

ìThe traditional global governing system has become dysfunctional, deficient and missing in action,î the Chinese ambassador to South Africa, Chen Xiaodong, said at a briefing in Pretoria last week, adding that the Brics grouping was ìincreasingly becoming a staunch force in defending international justiceî.

But both Chinaís expansion plans and the more explicitly political stance that Beijing has outlined has riled India, the most populous country in the group.

Prof Harsh Pant, an international relations expert at the Observer Research Foundation, a thinktank in Delhi, said: ìIndia is looking to ensure that this platform doesnít just drift off into [being] an openly anti-western platform, and there is a danger of that with both Russia and China having a certain agenda.

ìIndia and least of all Modi have no interest in shaping Indiaís foreign policy in an anti-western direction. Brics was conceived as a geoeconomic platform but is drifting into a geopolitical role and India is not likely to be comfortable with that.î

Officials in South Africa say more than 40 countries have expressed interest in joining Brics. Twenty three are thought to have asked formally to be admitted.

Anil Sooklal, South Africaís ambassador at large for Asia and the Brics, said one of the reasons countries were lining up to join the group was a ìvery polarised worldî that had been further polarised by the Ukraine war, and that countries were being forced to take sides.

ìCountries in the [global] south donít want to be told who to support, how to behave and how to conduct their sovereign affairs. They are strong enough now to assert their respective positions,î said Sooklal.

Among potential new members are Iran and Venezuela, both hit by sanctions and diplomatically isolated.

RamÛn Lobo, Venezuelaís former finance minister and central bank president, told Reuters: ìOther integration frameworks that exist globally have been blinded by the hegemonic vision put forward by the US government.î

Russia also sees the summit as an opportunity to reinforce its alliances in the developing world, particularly in Africa. Putin hosted African leaders in St Petersburg for a second Russia-Africa summit last month.

African candidates for membership such as Ethiopia and Nigeria are attracted by the blocís commitment to UN reforms that would give Africa a more powerful global voice. Others believe an expanded Brics may be able to drive through changes to the World Trade Organization, the International Monetary Fund and the World Bank.

With Indiaís opposition to any new members of Brics without very strict safeguards and its concerns that Beijing will pack the group with anti-western allies, there is very unlikely to be consensus, say experts, meaning immediate expansion is improbable.

ìI donít think weíll see any explicit messages on this issue, just some anodyne statement,î said Pant.

Many analysts are also sceptical of hopes that even an enlarged Brics grouping could have much impact. Since its foundation in 2009, the blocís ambitions to exert significant global political and economic influence has been undermined by the differences between the values, interests and political systems of its members.

Steven Gruzd of the South African Institute of International Affairs, a thinktank, said: ìThey may have too high expectations of what Brics membership will actually bring in practice.î",Global,https://www.theguardian.com/world/2023/aug/21/brics-looks-to-expand-bloc-south-africa-summit-divisions-key-members-india
8/24/2023,ëA wall of BRICSí: The significance of adding six new members to the bloc,"Johannesburg, South Africa ñ The BRICS bloc of top emerging economies have taken a major step in expanding its reach and influence with the announcement that six more nations have been invited join as new members.

Argentina, Egypt, Ethiopia, Iran, Saudi Arabia and the United Arab Emirates have been invited to join as full members from January 1 next year.The bloc, which was formed in 2009 with Brazil, Russia, India and China, first expanded to admit South Africa in 2010.

Now, it is says it is seeking to grow a stronger coalition of developing nations who can better put the interests of the Global South on the worldís agenda.

Before the start of its annual summit in South Africa this week, more than 40 countries had expressed interest in joining BRICS, and 23 formally applied to join.

ìWe appreciate the considerable interest shown by countries of the Global South in membership of BRICS,î the bloc said in the Johannesburg II declaration it adopted on the final day of the summit on Thursday.

It said the six were selected after ìBRICS countries reached consensus on the guiding principles, standards, criteria and procedures of the BRICS expansion processî ñ but did not provide more details about the specific criteria.

BRICS summit
From left to right, President of Brazil Luiz Inacio Lula da Silva, President of China Xi Jinping, South African President Cyril Ramaphosa, Prime Minister of India Narendra Modi and Russiaís Foreign Minister Sergei Lavrov attend the 2023 BRICS Summit on August 24, 2023 [Phill Magakoe/AFP]
ëSignificant statesí
ìIt is hard to find commonalities among the six countries invited to join BRICS other than that they are each significant states in their region,î Danny Bradlow, a professor with the Centre for the Advancement of Scholarship at the University of Pretoria, told Al Jazeera.With the inclusion of Saudi Arabia, Iran, UAE and Egypt, ìyou could argue itís very Middle East centricî, according to Sanusha Naidu, a senior research fellow at the Institute for Global Dialogue, a South African think tank focusing on China and Africa.

ìThis has geo-economic, geostrategic and geopolitical implications,î Naidu argued, saying the latest additions will push some BRICS nations to think more about their Middle East policies, and for China and India to beef the existing policies.China recently brokered the re-establishment of ties between Saudi Arabia and Iran, a role that would traditionally have been filled by a country like the United States.

Indiaís recently signed an agreement with the UAE to trade in Indian rupees and Emirati dirhams instead of in the US dollar.

Crucially, Naidu argued, the expansion list is ìvery energy centricî, adding that following the announcement, some analysts at the venue even facetiously commented if they should ìcall it BRICS plus OPEC?î.When selecting new members, the bloc may have taken into consideration the pricing of energy products, and how their countries can reduce their liability and vulnerability in terms of the cost of oil, she said.

ìBesides Russia, all of [the core BRICS countries] are non-energy producing countries. They need to be able to make their economies function, but they donít want to get caught in the secondary collateral damage of sanctions,î she explained.

The use of ìunilateral sanctionsî against countries and the continued dominance of the US dollar in global trade is something BRICS has vocally challenged.

The expansion ìopens up new avenues for tradeî, said Karin Costa Vasquez, a non-resident senior fellow at the Center for China and Globalization in Beijing.

One of the aims behind the planned expansion is ìcreating opportunities for BRICS nations to trade more easily with one another using local currenciesî, Vasquez added

ìThis shift could increase the potential for using currencies other than the US dollar, particularly by creating a network of countries that enhances the utility of their respective currencies.î

Interactive_BRICS new members
[Al Jazeera]
Inclusion
Analysts have said that one of the countries that could benefit from a trading regime outside of dollar dominance is Iran.

ìIran will clearly benefit the most,î said Naíeem Jeenah, a senior researcher at the South African think tank, Mapungupwe Institute for Strategic Reflection.

He said its inclusion ìhighlights the fact that itís not as politically isolated as the US wants it to beî.Inclusion could also be an ìeconomic lifelineî due to increased bilateral trade.

ìMembers would start trading with each other in their own currencies. For Iran, this would be great,î he said.

Jeenah added that Argentina was a ìshoe-inî as its inclusion was championed by Brazil, China and India. Among the African states, he said analysts expected Algeria, which has oil reserves, or Nigeria, which is the continentís most populous country and leading economy, could have been included.

Cheta Nwanze, a partner at SBM Intelligence, a geopolitical advisory that focuses on West Africa, said of Nigeriaís exclusion, ìI think itís an indictment of our foreign policy, or the lack of it thereof. We used to be very pan-African in our foreign policy, that has changedî.

ìOne thing that is very clear is that most of the rest of Africa ñ with the exception of maybe Nigeria and Kenya ñ are moving away from the West and towards the East. We are sticking in the Western camp without saying it explicitly, but more importantly without getting any benefits from being in the Western camp,î he told Al Jazeera.

Jeenah said the inclusion of Ethiopia, a country with one of the fastest-growing economies, that also hosts the headquarters of the African Union, ìmakes sense in those termsî.

Egypt, Saudi Arabia and the UAE are similar to India and, to some degree, South Africa, in that ìthese are countries that have one foot in BRICS and another foot in the Westî, Jeenah said.

But Saudi Arabia, in particular, is ìpositioningî itself in a way that shows it is not just in the American camp.

ìThey have other options now and are going to leverage these options,î he said, such as the China-brokered agreement to restore ties with Iran.

China's Wang Yi, Iran's Ali Shamkhani, and Saudi Arabia's Musaad bin Mohammed Al Aiban pose for pictures during a meeting in Beijing, China March 10, 2023.
Wang Yi, a member of the Communist Party of China with Ali Shamkhani, the secretary of Iranís Supreme National Security Council, and Musaad bin Mohammed Al Aiban, minister of state and national security adviser of Saudi Arabia pose for pictures during a meeting to restore relations between Iran and Saudi in Beijing, in March 2023 [File: China Daily via Reuters]
ëYour problems are not our problemsí
Analysts have remained undecided on what an expanded BRICS says to the West and means for the current global order, however.

ìThe grouping now represents a larger share of the worldís population and economy. However, this only means that the group is potentially a powerful voice for reform of the arrangements for global governance and a powerful actor in these arrangements,î Bradlow said.

ìWhether it actually becomes such a voice will depend on whether the expanded group is more effective than the BRICS have been in forging agreements on how the arrangements for global governance should be reformed and how they can more effectively serve the interests of the whole Global South.î

Naidu noted that ìhaving Iran in the BRICS sends a massive powerful message to the G7, to the Global North, to Washingtonî.

ìIt says, ëYou can have a problem with them, weíll keep them here.í And it also says, ëYour problems are not our problems.íîShe remarked that South Africa, which has important ties with the US, may have to deal with the ìfalloutî and navigate some of these tensions. But she also wondered whether the country could use the fact that it is in the bloc to its advantage.

ìYes, they donít have the economic muscle to do what they want to do, but they have the strategic muscle to say ëI have the BRICS behind me now, I have a wall of BRICS.íî

Jeenah said, ìWe must be careful about attributing more importance to this expansion development than it actually has Ö it certainly does not make BRICS into a Global South front. Itís just a club of 11 members.î

However, he added that, as yet, BRICS has not been trying act as a political forum, but that could change.

ìMore scary [for the West] than the six who were chosen is that 40 expressed interest in joining,î he said. ìBRICS is engaging in incremental expansion Ö So where does it go in 30 years time?

ìWhile hype of de-dollarisation isnít on the horizon, the fact is that in a few years time, two of three largest economies in the world could be trading with each other within the [BRICS] bloc without the US dollar, that would be cause for some concern.î",Global,https://www.aljazeera.com/news/2023/8/24/analysis-wall-of-brics-the-significance-of-adding-six-new-members
