date,heading,main_content,location,url
1/1/2018,"Telangana starts free, 24-hour power supply to farmers","The Telangana government on Monday launched a round-the-clock power supply to the state‚Äôs 2.3 million farmers free of cost, but power experts and opposition parties said that the scheme might result in its misuse and large-scale exploitation of groundwater. Transmission Corporation of Telangana Ltdís chairperson and managing director D Prabhakar Rao and Southern Discom MD Raghuma Reddy formally launched the scheme at Pothaipalli village of Shamirpet mandal in Medchal Malkajgiri district at 12.01am.
Telangana chief minister K Chandrasekhar Rao described the 24X7 agriculture power supply as a New Yearís gift for the farmers of the state.
ìThough certain states are supplying power to farmers free of cost, it is only for a few hours; and some states are giving 24-hour power supply but for a price. Telangana is the only state which is supplying power to farmers round the clock free of cost,î he said.
The free power supply will now be available for 23 lakh agricultural pump sets.  According to Prabhakar Rao, the demand from the agriculture sector in January will be around 9,500 MW, which might go up to 11,000 MW by March.
ìOur transmission and distribution system can bear the load up to 17,000 MW. We have strengthened the system at a cost of Rs 12,610 crore in the last three years,î Rao said.
The electricity supply is crucial to farmers who use motorised pumps to irrigate their fields and largely depend on groundwater due to lack of canal irrigation.
Distribution companies at present are able to meet a maximum power demand of 9,500 MW to agriculture sector during peak hours of the day.
Transco officials have said that at least 1,500-2,000 MW of additional power is required to meet increasing demand and implement the free-power programme. However, experts say the round-the-clock power supply scheme might prove counter-productive to the farming community rather than actually benefitting them.
ìFirst of all, nobody has asked for a 24X7 power supply, since farmers do not need more than nine hours of quality power supply to the crops. Secondly, it will result in large-scale exploitation of groundwater resulting in its fast depletion,î a senior official of the Southern Discom told the Hindustan Times on condition of anonymity.
ìThirdly, it will hit small and marginal farmers with small landholdings, as big farmers draw huge water using powerful pump sets,î he added.
The official said if the power supply was given in phases it would help recharge the groundwater but if there is uninterrupted supply it will deplete faster. Since the power supply is free, there is absolutely no control on the exploitation of groundwater using agriculture pump sets, he added.
ìMoreover, there is every possibility of misuse of the scheme by some big people by drawing water from agriculture pumps and selling the same in the areas of water scarcity through water tankers,î he warned.
At present, almost all the agriculture pump sets are fitted with auto starters.
ìWhen there was an uncertainty in the power supply in the past, these auto-starters used to help start the pump set whenever the power supply was restored. Now that there is an uninterrupted power supply, these auto-starters continue to run resulting in heavy power consumption,î the Discom official said.
If the farmers do not remove the auto starters, the pump sets continue to draw the groundwater, resulting in its depletion, he added. ìThe farmers are refusing to remove the auto-starters because if the government fails to continue to the 24X7 power supply scheme and returns to nine-hour supply, they cannot buy the auto-starters again and install them.î
Telangana Pradesh Congress Committee farmersí cell president M Kodanda Reddy said the scheme was only politically motivated and would not serve the real purpose at all.
ìWhat is the point in giving more power, when there is no groundwater?î Reddy asked.
According to sources in the Telangana groundwater department, its level witnessed an average rise of 4.46 metres below ground level (mgbl) by October end compared to May due to a normal rainfall in 17 districts of the southern state during monsoon.
ìHowever, there are still some districts like Medak, which have registered very low groundwater levels. If the power supply is given round the clock, the water levels by the end of Rabi season in March would go down further,î Reddy pointed out.",Telangana,https://www.hindustantimes.com/india-news/telangana-starts-free-24-hour-power-supply-to-farmers/story-jdQCZIRh1oEzkObm9cC3UN.html
1/1/2018,"Bhima-Koregaon violence: What happened on January 1, 2018","New Delhi: One year on and the memories of last year's violence which erupted in the Bhima-Koregaon village located at the outskirts of the Pune still haven't faded away. 

On January 1, 2018, in this small village of western Maharashtra, violence claimed the life of one person and seriously injured several others, including policemen. The violence erupted when the Dalits members from across the state gathered at Vadhu Budruk, to commemorate 200 year anniversary of the victory of Mahars over Marathas in 1818. The members of the Dalit community congregated at the victory memorial of Bhima Koregaon which was built by the British to pay their tributes to Mahar soldiers who fought for the colonial rulers against the Brahmin Peshwas.

The memorial at Bhima-Koregaon carries a special significance for the Dalit community of the region as the Mahars Dalits fighting under the British defeated the forces of Peshwa Brahmins. Since then the Mahars remember this victory for the Dalits or oppressed class against the ëpractice of untouchabilityí perpetrated by the Brahmin Peshwas.

Last year on an unfortunate day, a peaceful assembly consisting of largely Dalits from across the region transformed into violent clashes as soon as members of the ëRight-wingí Hindutva group opposed the celebration marking the victory of Dalit soldiers over an army of Peshwas. The members of the Hindutva group were vehemently against the celebration arguing that it was a celebration of ìBritish victoryî, according to a report published in NDTV. 

Besides, according to the reports in news agency PTI, the violence allegedly erupted after a group of 'Right-wing' members and some members of the crowd on its way to memorial had an argument. According to an officer posted on the spot, ìStone pelting started after the argument. During the violence vehicles and houses within a vicinity were damaged.î 

Following the violence, the people from the Dalit community led by Bharipa Bahujan Mahasangh, under Prakash Ambedkar, the grandson of the BR Ambedkar, went on a rampage and called for a nationwide bandh on January 3, 2018.",Maharastra,https://www.timesnownews.com/india/article/bhima-koregaon-maharashtra-violence-on-january-1-2018-dalits-versus-right-wing-members-violence-outskirts-of-pune-bharipa-bahujan-mahasangh-prakash/339545
1/2/2018,Hospital Operations Affected As Doctors Go On Nationwide Strike Over New Bill,"This Article is From Jan 02, 2018Hospital Operations Affected As Doctors Go On Nationwide Strike Over New Bill While union Health Miister JP Nadda called the Bill ""beneficial"", the Indian Medical Association (IMA) says it will ""cripple"" the functioning of medical professionals

 Patients had to wait outside hospitals in Kerala where consultation was put on hold in the morning. New Delhi: The outpatient department (OPD) services at private hospitals across the country have remained affected today after the Indian Medical Association (IMA) called for a 12-hour shutdown to protest what it describes as the ""anti-people and anti-patient"" National Medical Commission (NMC) Bill, 2017, that seeks to replace the Medical Council of India (MCI).

""I have spoken to the IMA yesterday. We have heard them...,"" Union Health Minister JP Nadda said in Rajya Sabha during Question Hour today and added, ""This (the Bill) is beneficial to the medical profession.""

The IMA, however, says the Bill will ""cripple"" the functioning of medical professionals by making them ""completely answerable to the bureaucracy and non-medical administrators"".

NDTV has learnt through sources at Max Hospital that doctors who wish to protest can do so between 9 am and 2 pm and patients will be attended by the available doctors. ""We are not turning away patients from our OPD, but yes we are stretched thin today as some doctors are going ahead with the strike,"" said a senior doctor at Max Healthcare.

IMA president Dr Ravi Wankhedkar told NDTV that the shutdown has been a ""success"" in all major hospitals across Delhi and even after the long yearend break, ""important surgeries were postponed to register our protest"".

While services at government hospitals will not be affected, the doctors will observe a 'Black Day' and wear black arm bands as they see patients. Dr Vivek Chouksey, President Federation of Resident Doctors Association, said, ""It is a bill that the politicians are trying to push through and we are against it but we also don't want patients to suffer. So, our OPD services will go on as per routine but we are wearing a black band in protest.""
 
doctors strike in india over new bill
Add NDTV As A Trusted Source

The IMA, which has 2.77 lakh members, has termed the Bill as anti-poor and anti-people.Doctors in Kerala also stayed off duty and more than 3,000 doctors staged a dharna in front of the Governor's house. While OPD services were suspended at state-run medical colleges in the morning, private hospitals in the state say the protests would continue till 6 pm. Emergency services, however, will be not be affected.

""I was being examined by a doctor and mid way, other doctors came and pulled my doctor away. This is very cruel,"" said a woman from Thiruvananthapuram.

Patients in Karnataka had to wait outside hospitals where consultation was put on hold for the day. Most of the private hospitals won't operate their OPDs till 6 pm today, said HN Ravindra, President of the Karnataka chapter of IMA.

The IMA, which has 2.77 lakh members, has termed the Bill as anti-poor and anti-people, and said it makes the system prone to corruption. It has demanded amendments in the Bill which was tabled in the Lok Sabha on Friday and will come up in Lok Sabha for discussion today.

""The IMA strongly opposes this Bill and has no option but to take the issues to our patients and the people. To register our protest, routine medical services like OPD and elective surgeries across the country have been withdrawn between 6 am and 6 pm at our member hospitals and health institutions,"" national president Ravi  Wankhede had told news agency IANS.

The Bill purported to eradicate corruption, the IMA alleges, is ""designed to open the floodgates of corruption"".

NMC is an anti-poor bill with pro-private management clause, it claimed and added, ""The bill allows ayurvedic as well as homeopathic doctors to practise allopathy after a six-month bridge course.""

""Unscientific mixing of systems and empowering of other practitioners through bridge courses will only pave the way for substandard doctors and substandard medical practice. This will seriously impact patient care and patient safety,"" said the association.
 
doctors strike in india over new bill
Doctors protest against the National Medical Commission Bill in Delhi.
The IMA has the following demands:

One elected representative in NMC from the Registered Medical Graduates of every state and no separate registration for AYUSH.
The minimum qualification to practice modern medicine shall remain MBBS. No bridge courses to MBBS.
IMA will facilitate deployment of 65,000 fresh MBBS graduates graduating every year in Rural Health Services with appropriate working conditions and incentives.
No licentiate exam after final MBBS examination. IMA proposes common All India Final MBBS examination.
As the new Bill proposes to do away with permissions needed to start a medical college, allowing private medical colleges to increase undergraduate and postgraduate seats on their own, the IMA wants legitimate inspection and appropriate regulation to run a medical college.
The bill allows private medical colleges to decide the fee for 60 per cent of their seats, previously it was 15 per cent. This will increase the cost of medical education.",New Delhi,https://www.ndtv.com/india-news/opd-services-partially-suspended-at-private-hospitals-over-new-medical-law-1794648
2/1/2018,IMA strike today against Medical Commission Bill,"The Bill in its present form was unacceptable and the IMA action committee has declared a ìblack dayî on January 2, said Dr S S Utture, president of the Maharashtra Medical Council. The Indian Medical Association (IMA) has strongly objected to the draft National Medical Commission (NMC) Bill 2017, which was presented in the Lok Sabha on December 29 and will be discussed on January 2. The IMA has announced a nationwide strike between 6 am and 6 pm on January 2 as protest against the Bill, former president of IMA Dr Avinash Bhondwe said.
As the strike has the potential to adversely affect the functioning of government hospitals, the Union Health Ministry has issued an advisory, asking the facilities to ensure smooth running of services. ìIt has come to the notice that the Indian Medical Association (IMA) would be on one day strike on 2.1.2018Ö. Since the strike may involve a large number of medical professionals, and it is anticipated that there would be inconvenience to patient care services in hospitalsÖ it is requested that all necessary measures may be taken to ensure that patient health care and patient services are run smoothly,î said the Centreís advisory.
",Not Found,https://indianexpress.com/article/india/ima-strike-today-against-medical-commission-bill-5008000/
1-Jan-18,"Delhi Fog Highlights: Trains, Flights Delayed; Airport Operations Resume","Flights to and fro Delhi have been affected due to bad weather conditions. Kindly visit
https://t.co/MDLOc2nahT
to check the cancelled flights, chat with us
https://t.co/ohwG3HzXGX
or visit
https://t.co/kMl3lQhbAI
to explore alternate options.
pic.twitter.com/mRm1XKksm4 #9Wupdate
: Due to poor visibility in
#fog
at Delhi, Dammam, Bahrain & Guwahati our flight schedules have been impacted & consequential delays are expected. Guests are advised to check flight status:
https://t.co/aT3wpYWW9R
before leaving for the airport. Waking up to the densest fog of the season on the first day of
#NewYear2018
in
#Noida
.
Stay safe. Stay warm.
#dillikisardi
#delhi
#DelhiFog
#Noidaweather
#NoidaDiary
pic.twitter.com/rdnvx2i1x1 They say start the new year with a blank slate but this is overdoing it.
#DelhiFog
pic.twitter.com/sL5Epr5dyd When you love winters and the nature doesn't disappoint you either.
#DelhiFog
#MondayMorning
#2018HappyNewYear
pic.twitter.com/eI3d6BAlDa First foggy day! :D
#DelhiFog
#FirstDayOfTheYear
#firsttweetof2018
pic.twitter.com/hsBHhZt3mW pic.twitter.com/8uKWXGh8bq",New Delhi,https://www.ndtv.com/india-news/delhi-fog-live-updates-trains-flights-delayed-delhi-airport-operations-suspended-1794237
2-Jan-18,"Bitcoin not considered legal tender in India, says Arun Jaitley","Reiterating the government's stand on cryptocurrencies, Finance Minister Arun Jaitley on Tuesday said virtual currencies like bitcoin were not considered lawful or legal tender in India, and that the government would wait for an expert panel report on cryptocurrencies like bitcoin and ethereum before taking a decisive stand on the matter.""The government does not want to take any substantial steps before the report is filed. We will look into the report and then issue corrective measures after a thorough understanding of the situation. We will also take the global scenario into consideration. However, we have clearly stated that dealing with virtual currrencies is at one's own risk,"" Jaitley said in Rajya Sabha today.

A committee under the Secretary, Economic Affairs Department is examining all aspects of virtual currencies and deciding specific actions accordingly. Instead of taking any knee-jerk action, let's wait for the report of this committee, Jaitley said.

On the other hand, the Finance Minister once again stated that bitcoin and other cryptocurrencies are not considered legal tender in India. ""Since December 24, 2013, the government and the Reserve Bank of India (RBI) have maintained the same stand on bitcoins and other forms of virtual currencies. Through multiple notifications, the two parties have notified the public time and again that bitcoins will not be considered lawful or legal tender in India,"" he said.Jaitley also added that the government has no way to stop terrorists and other criminal outfits from using cryptocurrencies. ""One of the features of cryptocurrency is that there is lack of dependence on the state. It functions with a degree of anonymity. It operates within a virtual community which is created and enjoys the trust of that virtual community,"" he said.

On the question of what the government has done to protect the interest of citizens, Jaitley said that 11 cryptocurrency exchanges have been identified in India. ""Bitcoins are not restricted to India; it is a problem world over. There are 785 VCs in operation worldwide presently. Cryptocurrency lacks dependence and function with anonymity within a virtual community. All operations are online. We have identified 11 exchanges dealing with virtual currencies in India,"" the Finance Minister said.",India,https://www.businesstoday.in/latest/economy-politics/story/bitcoin-panel-files-report-arun-jailtey-rajya-sabha-100181-2018-01-02
2/1/2018,Crypto currencies are not legal tender: Jaitley,"In an effort to curb the proliferation of crypto currencies like Bitcoin in India, Finance Minister Arun Jaitley on Thursday said the government will eliminate virtual currencies' usage for illegitimate financing. ""Crypto currencies are not legal tender and the government discourages its use. However, the government will look at the utilisation of Blockchain (a distributed digital technology that supports crypto currencies),"" Jaitley said in his Budget speech in Parliament.
Jaitley has repeatedly said that such digital currencies were not legal tender and people dealing in them would not get any legal protection.
--IANS",India,https://www.business-standard.com/article/news-ians/crypto-currencies-are-not-legal-tender-jaitley-118020100616_1.html
1/6/2018,"Thanks to Demonetization and GST, India's GDP growth hit a 4-year low at 6.5 per cent","India's economic growth in 2017-18 is estimated to drop to a four-year low of 6.5 per cent against the 7.1 per cent in 2016-17. This will be the lowest growth rate under the BJP government, which is largely attributed to the adverse impact of the goods and services tax (GST) and the prolonged effects of demonetization. Central Statistics Office (CSO) on Friday released the first Advance Estimate for India's GDP growth, which showed that the pace of agricultural expansion is expected to fall by more than half (from 4.9 per cent in the previous year to 2.1 per cent in FY18) due to the decline in kharif crop output year-on-year.



Highlights from the Advance Estimate data:

The data also showed substantial rural distress as the agricultural output inflation rate as measured by GDP deflators, is expected to fall to 0.7 per cent against 4.1 per cent over this period. This development may set the direction of the budget, which is less than a month away
The overall GDP growth rate is not only estimated to be lower than what was predicted by the Economic Survey in the range of 6.75-7.5 per cent, but is also just a tad bit higher than the 6.4 per cent registered in 2013-14
However, it is much higher than the 5.5 per cent in 2012-13, a year known for policy paralysis
India may not be the 'fastest growing large economy'

With the drop in the GDP growth, India might lose the tag of being the fastest growing large economy to China if the forecasts of the International Monetary Fund (IMF) come true. The IMF has projected that China will grow by 6.8 per cent in 2017.

GST not only impacted manufacturing in the second quarter of fiscal year 2018 when it was rolled out, but also in the first quarter due to pre-implementation jitters
GSt also impacted the net taxes as these are projected to grow only 10.9 per cent in the current financial tear against 12.8 per cent in the previous year.

The GST collection council had cut rates for over 200 items in October and November, which might impact collections.
",India,https://www.indiatoday.in/education-today/gk-current-affairs/story/demonetization-gst-slowed-down-gdp-growth-of-india-1123939-2018-01-06
1/5/2018,GST impact to slowdown India's 2017-18 GDP growth to 6.5% (Roundup),"Implementation of GST and subsequent slowdown in the manufacturing sector is expected to drag down India's growth to 6.5 per cent in 2017-18, official data showed on Friday, even as industry analysts projected economic growth to be higher due to a favourable base effect.
The Central Statistics Office (CSO) projected that economic growth rate for 2017-18 will be lower than the 7.1 per cent achieved in 2016-17.
According to Chief Statistician T.C.A. Anant, the de-stocking disruption caused by the GST implementation has impacted the full-year Gross Domestic Product (GDP) estimates.
The CSO's estimate of national income for 2017-18 showed the GDP at constant (2011-12) prices for 2017-18 is likely to attain a level of Rs 129.85 lakh crore. ""The growth in GDP during 2017-18 is estimated at 6.5 per cent as compared to the growth rate of 7.1 per cent in 2016-17,"" the Ministry of Statistics & Programme Implementation said in its estimate of National Income for 2017-18. Earlier, the country's GDP growth for the second quarter of the current fiscal ended September 30 was 6.3 per cent -- up from 5.7 per cent reported during the first quarter of 2017-18.
The Gross Value Added (GVA), which includes taxes, at basic constant prices (2011-12) is anticipated to increase from Rs 111.85 lakh crore in 2016-17 to Rs 118.71 lakh crore in 2017-18. ""Anticipated growth of real GVA at basic prices in 2017-18 is 6.1 per cent as against 6.6 per cent in 2016-17.""
The data disclosed that sectors like 'public administration, defence and other services', 'Trade, hotels, transport, communication and services related to broadcasting', 'electricity, gas, water supply and other utility services' and 'financial, real estate and professional services' registered a growth rate of over 7 per cent.
On the other hand, growth in the 'agriculture, forestry and fishing', 'mining and quarrying', 'manufacturing' and 'construction' sectors ""is estimated to be 2.1 per cent (from 4.9 per cent), 2.9 per cent (from 1.8 per cent), 4.6 per cent (from 7.9 per cent) and 3.6 per cent (from 1.7 per cent)"", respectively. Number of figures had come in low for the first quarter for the GDP coming in lower at 5.7 per cent because of industry reaction in anticipation of GST (Goods and Services Tax) coming in,"" the CSO said.
Anant said that with more corporate data now being available since the second quarter, including the GST collections for November, although GDP is estimated to growth further, the dampening effect of the first quarter's fall would pull down the grwoth rate for the full year.
He also indicated that the government could find it difficult to achieve its fiscal deficit target of 3.2 per cent of GDP. ""Assuming that budgetary targets will be met, which gave a fiscal deficit of 3.24 per cent, our figures estimate it to be at 3.29 per cent, which rounding off becomes 3.3 per cent,"" he said.
Reacting to the numbers, analysts said they expect GDP growth for the fiscal to go above the 6.5 per cent-mark due to a favourable base effect.
""The advance estimates for the full year have been based on limited data, which would be available for a period of 6-9 months for different sectors. Therefore, they are not fully factoring in the expected pickup in growth in the later months of FY2018, related to a favourable base effect and a 'catch up' following the subdued growth momentum in H1 FY2018,"" said Aditi Nayar, Principal, Economist at rating agency ICRA. ""Accordingly, the advance estimates for GDP and GVA growth appear to be understating economic expansion for FY2018, in our view,"" Nayar said.
""Since these estimates are based on data till November 2017, it has not captured the latest up-tick in the vehicle sales and the improvement in the steel and cement sectors; we expect the final numbers to be revised upwards as and when they happen,"" said Arun Thukral, Managing Director and CEO, Axis Securities.
""Given the tepid growth estimates from agriculture, it gives us a feeling that the budget 2018 will have a higher focus on agriculture and rural economy. And as the estimates are missing the RBI expectations, the central bank is likely to pause in its next policy meeting in February 2018.""",India,https://www.business-standard.com/article/news-ians/gst-impact-to-slowdown-india-s-2017-18-gdp-growth-to-6-5-roundup-118010501259_1.html
12-Apr-18,Asifa Bano: The child rape and murder that has Kashmir on edge,"The brutal gang rape and murder of an eight-year-old girl in Indian-administered Kashmir has put the restive state on edge. Sameer Yasir, an independent journalist based in Srinagar, reports on how the investigation has split the region along religious lines.
On the morning of 17 January, Muhammad Yusuf Pujwala was sitting outside his home in Kathua when one of his neighbours came running towards him. He stopped in front of Mr Pujwala and broke the news: they had found his eight-year-old daughter, Asifa Bano. Her body lay in bushes in the forest, a few hundred metres away.
""I knew something horrible had happened to my girl,"" Mr Pujwala, a 52-year-old with deep sunken eyes, told the BBC in an interview recently. His wife, Naseema Bibi, sat beside him, faintly crying while repeatedly murmuring ""Asifa"".
Mr Pujwala belongs to a community of Muslim nomadic shepherds called Gujjars who crisscross the Himalayas with their goats and buffaloes.
The crime has shocked the community, exposing the fault lines between Hindu-majority Jammu and the Muslim-majority Kashmir valley in a sharply divided state. The Kashmir valley has a tumultuous relationship with India - there has been an armed revolt in the region against Indian rule since 1989.
Was Delhi gang rape India's #Metoo moment?
Viewpoint: How a rape changed India
Police have arrested eight men, including a retired government official, four police officers and a juvenile in connection with Asifa's death.
However, the arrests sparked protests in Jammu - lawyers tried to stop police entering the court to file a charge sheet and two ministers from the Hindu nationalist Bharatiya Janata Party (BJP) attended a rally in support of the accused.
The BJP rules the state in a coalition with the regional People's Democratic Party (PDP).
How did Asifa disappear?
When she went missing on 10 January, her family was living in a village around 72km (45 miles) east of Jammu city. On that afternoon, her mother recalls, Asifa went to the forest to bring home the horses. The horses returned but Asifa did not.
Ms Naseema informed her husband. He and some neighbours started looking for her. Armed with flash lights, lanterns and axes, they went deep into the forest and searched through the night. But they could not find her.
Two days later, on 12 January, the family filed a police complaint. But, according to Mr Pujwala, the police were not helpful. One of the police officers, he alleges, said Asifa must have ""eloped"" with a boy.
As news of the crime spread, Gujjar staged protests and blocked a highway, forcing police to assign two officers for the search. One of those who was assigned, Deepak Khajuria, was himself arrested in connection with the crime.
Five days later, Asifa's body was found.
""She had been tortured. Her legs were broken,"" recalled Ms Naseema, who had rushed to the forest along with her husband to see the body. ""Her nails had turned black and there were blue and red marks on her arm and fingers.""
What do investigators believe happened?
On 23 January, six days after Asifa's body was found, the Jammu and Kashmir chief minister, Mehbooba Mufti, ordered a investigation by the crime branch, a special unit of the state police.
According to the investigators, Asifa was confined in a local temple for several days and given sedatives that kept her unconscious. The charge sheet alleges that she was ""raped for days, tortured and then finally murdered"". She was strangled to death and then hit on the head twice with a stone.
Sanji Ram, a 60-year-old retired government officer, allegedly planned the crime with the help of police officers Surender Verma, Anand Dutta, Tilak Raj and Mr Khajuria.
Sameer Yasir Lawyers protest on behalf of the accusedSameer Yasir
Lawyers in Jammu tried to stop police from entering the court to file a charge sheet
Mr Ram's son, Vishal, his nephew, a juvenile, and his friend, Parvesh Kumar, are also accused over the rape and murder.
Investigators allege that Mr Khajuria and the other police officers - some of whom lodged the complaint and accompanied the family in the search - washed Asifa's bloodied and mud-spattered clothes before sending them to a forensic lab.
They believe that the accused men wished to terrorise the Gujjar community into leaving Jammu. The shepherds use public and forest land in Jammu for grazing, which has recently brought them into conflict with some Hindu residents in the region.
""It was about land,"" said Talib Hussain, a tribal rights activist and lawyer. Mr Hussain, who led a protest in support of Asifa's family, alleges he was arrested and threatened by local police.
Ankur Sharma, one of the lawyers who protested on behalf of the accused, alleged that the Muslim nomads were trying to alter the demographics of Jammu, where Hindus are currently the majority. ""They are encroaching our forests and water resources,"" he told the BBC. He said the accused had been falsely implicated while the real culprits were still free.
While the crime did not receive much attention in Jammu, newspapers in Srinagar, the capital city located in the Kashmir valley, carried the story on their front pages.
In Jammu and Kashmir state assembly, Mian Altaf, an influential Gujjar leader and an opposition legislator, waved the newspapers with photographs of Asifa while demanding an inquiry. Rajiv Jasrotia, a BJP lawmaker, said the incident was a ""family matter"" and blamed Mr Altaf for politicising the crime.
Kashmir: Why India and Pakistan fight over it
The Kashmiri teenager blinded by pellets
What happened at Asifa's funeral?
The Gujjars wanted to bury Asifa in a graveyard where they had purchased some land a few years ago and had already buried five people. But when they arrived there, Mr Pujwala said, they were surrounded by Hindu right-wing activists who threatened them with violence if they were to continue with the burial.
""We had to walk seven miles to bury her in another village,"" Mr Pujwala said. Two of his daughters were killed in an accident some years ago. On his wife's insistence, he adopted Asifa, the daughter of his brother-in-law.
His wife described Asifa as a ""chirping bird"" who ran like a ""deer"". When they travelled, she looked after the herd.
""That made her the darling of the community,"" Ms Bibi said. ""She was the centre of our universe.""
",Jammu and Kashmir,https://www.bbc.com/news/world-asia-india-43722714
